ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
CTrachChrORF_CT817_at	0.0205	0.00044024	5.737275	0.451541	3.580697		
SauN315_pN315ORF012_s_at	0.0205	0.00044053	5.7367	0.450939	3.622793		
YpesChrORF_YPO2689_s_at	0.0205	0.00044343	5.730978	0.444944	3.605667	kdpD	sensor protein KdpD
SpM1_ChORF0865_s_at	0.0205	0.00044472	5.728438	0.44228	3.950591		
BburgPlaORF_BBA22_x_at	0.0205	0.00044522	5.727459	0.441254	3.174082		
SauEMRSA16ChORF241_at	0.0205	0.00044578	5.726374	0.440115	3.812188		
YpesChrORF_YPO3821_s_at	0.0205	0.00044643	5.725089	0.438767	3.651733	YPO3821	sulfur transfer protein SirA
YpesChrORF_YPO2863_s_at	0.0205	0.00044676	5.724443	0.438089	4.259753	YPO2863	hypothetical protein
YpesChrORF_YPO1999_s_at	0.0205	0.00044734	5.723317	0.436908	4.364603	YPO1999	decarboxylase
SauCOLChORF02286_s_at	0.0205	0.00044749	5.723027	0.436603	3.369514		
SauMu50ChORFSAV1413_s_at	0.0205	0.0004503	5.717573	0.430876	3.68892		
SpM1_ChORF0677_s_at	0.0205	0.00045282	5.71272	0.425776	4.182984		
YpesChrORF_YPO2342_s_at	0.0205	0.00045414	5.710178	0.423104	4.345492	tpx	2-Cys peroxiredoxin
YpesChrORF_YPO3610_s_at	0.0205	0.00045545	5.707668	0.420463	5.132598	YPO3610	hypothetical protein
BburgPlaORF_BBB19_at	0.0205	0.00046165	5.695917	0.408089	3.081287		
Cbur00880_at	0.0205	0.00046193	5.695389	0.407532	3.691543		
BburgPlaORF_BBQ01_x_at	0.0205	0.00046373	5.69201	0.403971	3.086105		
YpesChrORF_YPO3908_s_at	0.0205	0.0004655	5.688705	0.400484	3.246991	YPO3908	periplasmic protein
SauEMRSA16ChORF2505_s_at	0.0205	0.00046575	5.688234	0.399987	5.268272		
SpM12_ChORF299-51_s_at	0.0205	0.00046627	5.68726	0.398959	3.372804		
YpesChrORF_YPO2142_at	0.0205	0.00046707	5.685767	0.397384	3.157773	nhaB	sodium/proton antiporter
CTrachChrORF_CT447_at	0.0205	0.00046955	5.681185	0.392545	4.132416		
SauCOLChORF01176_s_at	0.0205	0.00047055	5.67933	0.390585	3.952275		
SpM3_ChORF0961_at	0.0205	0.00047253	5.6757	0.386749	3.647497		
CTrachChrORF_CT241_at	0.0205	0.00047274	5.675298	0.386323	3.260488		
YpesChrORF_YPO1943_s_at	0.0205	0.00047432	5.672416	0.383276	3.444465	YPO1943	hypothetical protein
SpM1_ChORF1184_s_at	0.0205	0.00048061	5.661012	0.371202	3.138606		
Cbur01256_at	0.0205	0.00048087	5.66053	0.370692	3.638804		
SauMu50ChORFSAV1803_s_at	0.0205	0.00048392	5.655071	0.364905	4.545679		
SauMu50ChORFSAV1283_s_at	0.0205	0.00048559	5.652086	0.361738	3.623343		
Cbur02259_at	0.0205	0.00048662	5.650248	0.359788	3.299666		
SpM1_ChORF0296_s_at	0.0205	0.00048675	5.65002	0.359545	3.019755	oppD	oligopeptidepermease (ATP-binding protein)
SpM12_ChORF289-43_s_at	0.0205	0.00048936	5.645403	0.354643	4.670857		
YpesChrORF_YPO3151_s_at	0.0205	0.00049145	5.641721	0.350732	3.752863	YPO3151	hypothetical protein
Cbur00366_at	0.0205	0.00049249	5.6399	0.348796	3.570537		
YpesChrORF_YPO3776_s_at	0.0205	0.0004939	5.63743	0.346169	3.773358	tatC	twin-arginine protein translocation system subunit TatC
CTrachChrORF_CT454_at	0.0205	0.00049457	5.63626	0.344926	3.658324		
YpseORF_or4106_at	0.0205	0.00049674	5.632484	0.340908	3.589017		
SpM12_ChORF299-55_s_at	0.0205	0.0004971	5.631849	0.340232	3.282084		
CTrachChrORF_CT695_at	0.0205	0.00049852	5.629391	0.337615	3.979707		
SpM1_ChORF0144_s_at	0.0205	0.00049873	5.629019	0.337219	4.669503		
BburgPlaORF_BBI19_at	0.0205	0.00049956	5.627598	0.335705	3.318956		
YpesChrORF_YPO1845_s_at	0.0205	0.00050018	5.626518	0.334555	3.005007	yedO	D-cysteine desulfhydrase
Cbur00275_at	0.0205	0.00050208	5.623264	0.331088	3.449439		
CTrachChrORF_CT308_at	0.0205	0.00050409	5.619818	0.327415	3.23942		
Cbur00716_at	0.0205	0.00050556	5.617309	0.324739	3.168282		
YpesChrORF_YPO2638_s_at	0.0205	0.00050742	5.614149	0.321368	4.142718	YPO2638	hypothetical protein
Cbur00962_at	0.0205	0.00050852	5.612286	0.319379	3.301257		
SauMu50ChORFSAV0122_s_at	0.0205	0.00050976	5.610174	0.317124	3.540158		
SpM49_ChORF7585-4_at	0.0205	0.0005098	5.610119	0.317065	3.340653		
SpM18_ChORF1262_at	0.0205	0.00051085	5.608336	0.315161	3.594774		
CTrachChrORF_CT837_at	0.0205	0.00051101	5.608067	0.314874	3.776546		
SauMu50ChORFSAV2463_s_at	0.0205	0.00051166	5.606978	0.313711	4.532434		
SauMSSA476_575g-429_s_at	0.0205	0.00051319	5.604409	0.310965	4.916375		
CTrachChrORF_CT315_at	0.0205	0.00051402	5.603031	0.309492	4.624686		
SpM1_ChORF1065_at	0.0205	0.00051708	5.59792	0.304026	4.020811		
CTrachChrORF_CT507_at	0.0205	0.0005175	5.597223	0.30328	4.069674		
YpesChrORF_YPO2762_s_at	0.0205	0.00051901	5.594726	0.300608	3.908378	YPO2762	AraC family transcriptional regulator
YpesChrORF_YPO2432_at	0.0205	0.0005193	5.594248	0.300096	3.13973	infC	translation initiation factor IF-3
BburgPlaORF_BBQ07_at	0.0205	0.00052048	5.592296	0.298007	3.914359		
YpesChrORF_YPO1047_s_at	0.0205	0.00052073	5.591883	0.297564	3.645871	frr	ribosome recycling factor
YpesPlaORF_YpCD1.24c_s_at	0.0205	0.00052134	5.590872	0.296481	3.583348		
YpesChrORF_YPO1057_s_at	0.0205	0.00052211	5.589607	0.295126	3.45078	lpxB	lipid-A-disaccharide synthase
BburgPlaORF_BBQ41_at	0.0205	0.00052288	5.588343	0.293772	3.09117		
Cbur02825_at	0.0205	0.00052412	5.586299	0.291582	4.120874		
CTrachPlaORF_CTP007_at	0.0205	0.00052569	5.583738	0.288836	3.190036		
Cbur02020_at	0.0205	0.00052677	5.581983	0.286954	3.916988		
Cbur01023_at	0.0205	0.00052858	5.579044	0.283802	3.885284		
YpesChrORF_YPO3000_s_at	0.0205	0.00052877	5.578727	0.283462	3.915773	YPO3000	ABC transporter ATP-binding protein
SpM1_ChORF1013_s_at	0.0205	0.00052994	5.576842	0.281438	3.900675	fbp	putative fibronectin-binding protein-like protein A
YpesChrORF_YPO0945_s_at	0.0205	0.00052996	5.576797	0.281391	3.928017	YPO0945	deoxyribonucleotide triphosphate pyrophosphatase
BburgPlaORF_BBT07_at	0.0205	0.00053032	5.576218	0.280769	3.92863		
SpM18_ChORF1283_x_at	0.0205	0.00053245	5.572782	0.27708	2.97607		
Sau8325ChORF2495_at	0.0205	0.0005334	5.571262	0.275447	4.290308		
YpesChrORF_YPO3949_s_at	0.0205	0.00053348	5.571129	0.275304	3.961877	asd	aspartate-semialdehyde dehydrogenase
Cbur02349_at	0.0205	0.00053483	5.568965	0.272979	4.290521	hemK	peptide release factor-glutamine N5-methyltransferase
Cbur00940_at	0.0205	0.00054126	5.558726	0.261968	4.448172		
SauMu50ChORFSAV1952_s_at	0.0205	0.0005432	5.555667	0.258675	4.384085		
SpM1_ChORF0742_s_at	0.0205	0.0005457	5.551752	0.254457	4.486073		
YpseORF_or0866_at	0.0205	0.00054609	5.551144	0.253802	4.380683		
SauCOLChORF00353_s_at	0.0205	0.00054665	5.550256	0.252845	5.16397		
SauMu50ChORFSAV0845_s_at	0.0205	0.00054926	5.546192	0.248465	4.3372		
SpM49_ChORF7585-13_at	0.0205	0.00054999	5.54505	0.247233	4.064338		
YpesChrORF_YPO1917_s_at	0.0205	0.00055193	5.542046	0.243993	3.918242	int	integrase
Cbur00481_at	0.0205	0.00055196	5.542005	0.243948	3.945242	hisS	histidyl-tRNA synthetase
SauMu50ChORFSAV1784_s_at	0.0205	0.00055261	5.540998	0.242862	5.360816		
YpesChrORF_YPO2181_s_at	0.0205	0.00055287	5.540589	0.24242	3.614827	YPO2181	hypothetical protein
YpesChrORF_YPO2652_s_at	0.0205	0.00055479	5.537638	0.239234	5.234281	asr	acid-shock protein
SpM1_ChORF1206_s_at	0.0205	0.00055682	5.534517	0.235864	4.263091		
SauMu50ChORFSAV0939_s_at	0.0205	0.00055766	5.533232	0.234476	3.431325		
SpM1_ChORF0642_s_at	0.0205	0.0005578	5.533016	0.234242	3.194981		
YpesChrORF_YPO1798_s_at	0.0205	0.00055935	5.530656	0.231692	3.350481	flgA	flagellar basal body P-ring biosynthesis protein FlgA
Cbur00505_at	0.0205	0.00055954	5.530367	0.231379	4.44085		
YpesPlaORF_YpMT1.23c_s_at	0.0205	0.0005614	5.527539	0.228322	3.214489		
CTrachChrORF_CT316_at	0.0205	0.00056187	5.526827	0.227552	4.143327		
YpesChrORF_YPO3620_s_at	0.0205	0.00056256	5.525773	0.226412	3.416205	YPO3620	carbohydrate transport protein
YpesChrORF_YPO3560_s_at	0.0205	0.00056264	5.52566	0.226289	3.293231	sspB	ClpXP protease specificity-enhancing factor
SpM12_ChORF300-9_at	0.0205	0.00056386	5.523804	0.224281	3.805093		
YpesChrORF_YPO1333_s_at	0.0205	0.00056833	5.517088	0.217012	3.756094	potH	putrescine ABC transporter membrane protein
Cbur01737_at	0.0205	0.0005685	5.516819	0.21672	3.38195	dnaQ	DNA polymerase III subunit epsilon
YpesChrORF_YPO1375_s_at	0.0205	0.0005693	5.515624	0.215426	3.199391	lrp	leucine-responsive transcriptional regulator
SauCOLChORF02881_s_at	0.0205	0.00057108	5.512975	0.212554	3.367297		
SpM1_ChORF0137_s_at	0.0205	0.00057362	5.509198	0.208461	3.905005		
CTrachChrORF_CT069_at	0.0205	0.00057439	5.508052	0.207218	3.321396		
YpesChrORF_YPO0126_s_at	0.0205	0.00057521	5.506844	0.205907	4.11321	malQ	4-alpha-glucanotransferase
YpesChrORF_YPO3691_s_at	0.0205	0.00057523	5.506807	0.205867	3.96826	YPO3691	hypothetical protein
SpM18_ChORF0633_s_at	0.0205	0.0005781	5.50258	0.20128	3.92189		
BburgPlaORF_BBQ35_at	0.0205	0.00058112	5.498147	0.196467	4.083442		
YpesChrORF_YPO2242_s_at	0.0205	0.00058123	5.497995	0.196301	3.308809	rnfD	electron transport complex protein RnfD
YpesChrORF_YPO0769_s_at	0.0205	0.00058411	5.493791	0.191733	3.837176	YPO0769	hypothetical protein
Cbur02828_at	0.0205	0.00058518	5.49224	0.190047	3.954358		
Cbur00043_at	0.0205	0.00058576	5.491404	0.189138	3.767666	ruvC	Holliday junction resolvase
SauMu50ChORFSAV2418_s_at	0.0205	0.00058902	5.486694	0.184015	3.191262		
SauMu50ChORFSAV2179_s_at	0.0205	0.00059438	5.479002	0.17564	3.538027		
YpesChrORF_YPO3297_s_at	0.0205	0.00059595	5.476773	0.173211	3.598211	corE	hypothetical protein
SpM1_ChORF1542_s_at	0.0205	0.00059629	5.476283	0.172677	2.994091		
SauMu50ChORFSAV1558_s_at	0.0205	0.00059724	5.474933	0.171206	3.620375		
CTrachChrORF_CT150_at	0.0205	0.0005983	5.473437	0.169575	4.058807		
CTrachChrORF_CT621_at	0.0205	0.00059854	5.473088	0.169195	3.336446		
SauEMRSA16ChORF1841_at	0.0205	0.00060006	5.470943	0.166855	3.596363		
SpM1_ChORF1296_s_at	0.0205	0.00060151	5.468909	0.164636	3.708189	malG	putative maltose/maltodextrin ABC transport system (permease)
YpesChrORF_YPO2492_s_at	0.0205	0.0006029	5.466953	0.162502	2.953321	YPO2492	dioxygenase subunit beta
YpesChrORF_YPO2507_s_at	0.0205	0.00060382	5.465661	0.161092	3.289656	YPO2507	threonine and homoserine efflux system
BburgChrORF_BB0107_at	0.0205	0.00060669	-5.461639	0.1567	-3.010619		
SauEMRSA16ChORF1446_at	0.0205	0.00060925	5.458087	0.152819	3.305088		
SpM1_ChORF1220_s_at	0.0205	0.00060961	5.45759	0.152276	4.011791		
YpesChrORF_YPO1785_s_at	0.0205	0.00061032	5.456599	0.151193	3.29589	YPO1785	copper resistance protein D
YpesKIM_ChrORFy1924_at	0.0205	0.00061296	5.452955	0.147208	3.510701		
YpesChrORF_YPO3635_s_at	0.0205	0.00061344	5.452283	0.146473	3.04126	YPO3635	branched-chain amino acid transporter permease
SauMu50ChORFSAV0080_s_at	0.0205	0.00061378	5.451817	0.145964	3.757175		
YpesChrORF_YPO1216_s_at	0.0205	0.00061408	5.451412	0.14552	3.542166	gyrA	DNA gyrase subunit A
Cbur01510_at	0.0205	0.00061482	5.450387	0.144399	3.352003	rluC	ribosomal large subunit pseudouridine synthase C
Cbur02674_at	0.0205	0.00061672	5.447782	0.141549	4.523487		
SauMu50ChORFSAV2215_s_at	0.0205	0.00061745	5.446777	0.140449	4.433169		
Cbur00769_at	0.0205	0.00061848	5.445378	0.138916	3.493042		
YpesChrORF_YPO2503_s_at	0.0205	0.00061919	5.444408	0.137854	4.071753	YPO2503	hypothetical protein
YpesChrORF_YPO3847_s_at	0.0205	0.00061949	5.443993	0.1374	3.452116	cyaY	frataxin-like protein
SauMu50ChORFSAV0304_s_at	0.0205	0.00061972	5.443682	0.137059	4.761521		
YpesChrORF_YPO0453_s_at	0.0205	0.00062131	5.441525	0.134697	3.152673	trpR	Trp operon repressor
YpesChrORF_YPO0549_s_at	0.0205	0.00062237	5.440081	0.133115	3.450631	ftsI	penicillin-binding protein 3
SpM12_ChORF229-11_at	0.0205	0.00062381	5.438133	0.13098	2.946145		
SauMu50ChORFSAV1599_s_at	0.0205	0.00062446	5.437258	0.13002	3.033865		
CTrachChrORF_CT634_at	0.0205	0.00062467	5.436965	0.129699	3.713814		
SpM1_ChORF0528_s_at	0.0205	0.00062616	5.434957	0.127497	3.268968	vicR	two-component response regulator
Cbur02772_at	0.0205	0.00062766	5.432936	0.12528	3.250279		
YpesChrORF_YPO1844_s_at	0.0205	0.00062826	5.432142	0.124409	4.69273	fliZ	flagella biosynthesis protein FliZ
YpesChrORF_YPO2040_s_at	0.0205	0.00062853	5.431778	0.12401	2.997698	YPO2040	multidrug resistance protein MdtH
Cbur02611_at	0.0205	0.00062872	5.431518	0.123724	3.505332		
BburgPlaORF_BBF16_s_at	0.0205	0.00062909	-5.431024	0.123183	-3.656917		
YpesChrORF_YPO1075_s_at	0.0205	0.00062924	5.43082	0.122959	4.198917	dkgB	2,5-diketo-D-gluconic acid reductase B
YpesChrORF_YPO2228_s_at	0.0205	0.00063055	5.429075	0.121044	3.135764	YPO2228	translation initiation factor Sui1
Cbur00556_at	0.0205	0.00063198	5.42716	0.118941	3.095344	infA	translation initiation factor IF-1
YpesChrORF_YPO1091_s_at	0.0205	0.00063225	5.4268	0.118546	3.590959	YPO1091	prophage protein
YpseORF_or2957_at	0.0205	0.00063253	5.426421	0.11813	3.420206		
Cbur00216_at	0.0205	0.00063334	5.425343	0.116946	4.023563	nuoK	NADH dehydrogenase subunit K
SpM1_ChORF0308_s_at	0.0205	0.00063369	5.424889	0.116447	3.903904		
SpM3_ChORF0493_s_at	0.0205	0.00063683	5.420721	0.111868	3.065139		
SauRF122_1030-28c_at	0.0205	0.0006379	5.419306	0.110313	4.142103		
Cbur01060_at	0.0205	0.00063839	5.418659	0.109602	3.420581		
YpesChrORF_YPO1162_s_at	0.0205	0.0006385	5.418512	0.10944	3.542557	moaE	molybdopterin guanine dinucleotide biosynthesis protein MoaE
CTrachChrORF_CT448_at	0.0205	0.0006418	5.414177	0.104672	3.08674		
SauEMRSA16ChORF2698_at	0.0205	0.00064246	5.413308	0.103717	3.302858		
YpesChrORF_YPO2006_s_at	0.0205	0.00064252	5.413235	0.103636	3.464087	YPO2006	hypothetical protein
SauMu50ChORFSAV2507_s_at	0.0205	0.00064441	5.410762	0.100914	3.901336		
Cbur00403_at	0.0205	0.0006463	5.408305	0.098209	3.223491	fur	ferric uptake regulation protein
Cbur01229_at	0.0205	0.00064647	5.408082	0.097964	3.947661		
SauMu50ChORFSAV1921_s_at	0.0205	0.00064664	5.407852	0.097711	3.807743		
YpesPlaORF_YpMT1.12c_s_at	0.0205	0.00064754	5.406693	0.096434	3.179115		
SpM5_ChORF125g-6_x_at	0.0205	0.00064868	5.405213	0.094804	3.162977		
YpesChrORF_YPO2425_s_at	0.0205	0.00065024	5.403187	0.092572	3.592745	btuC	vtamin B12-transporter permease
SauMu50ChORFSAV1869_s_at	0.0205	0.00065035	5.403045	0.092415	4.031561		
YpseORF_or1336_at	0.0205	0.00065145	5.401623	0.090848	3.623138		
Cbur00306_at	0.0205	0.00065162	5.401413	0.090617	3.554841	pabB	para-aminobenzoate synthetase component I
YpesChrORF_YPO1483_s_at	0.0205	0.00065188	5.401074	0.090243	3.236904	YPO1483	hypothetical protein
SpM5_ChORF169a-131_at	0.0205	0.00065303	5.399587	0.088604	3.521615		
SpM1_ChORF1688_at	0.0205	0.00065438	5.397861	0.0867	3.043045	glyS	putative glycyl-tRNA synthetase (beta subunit)
YpesChrORF_YPO3848_s_at	0.0205	0.00065465	5.397515	0.086319	3.658443	cyaA	adenylate cyclase
SauMu50ChORFSAV1899_s_at	0.0205	0.00065497	5.397099	0.08586	2.92822		
SpM18_ChORF0589_s_at	0.0205	0.00065599	5.395796	0.084422	4.451451		
YpesChrORF_YPO1217_s_at	0.0205	0.00065633	5.395365	0.083947	3.622997	rcsC	hybrid sensory kinase in two-component regulatory system with RcsB and YojN
YpseORF_or0282_s_at	0.0205	0.00065988	5.390837	0.07895	4.338508		
SpM1_ChORF1638_s_at	0.0205	0.00066543	5.383804	0.071182	3.1389		
YpesChrORF_YPO1031_s_at	0.0205	0.00066584	5.383286	0.070609	3.510342	YPO1031	23S rRNA (cytidine(2498)-2'-O)-methyltransferase RlmM
SauEMRSA16ChORF2814_s_at	0.0205	0.00066953	5.37865	0.065483	5.810749		
Cbur00400_at	0.0205	0.00067002	5.378046	0.064815	3.252026		
SauEMRSA16ChORF248_at	0.0205	0.00067169	5.375954	0.062501	3.829416		
SauMu50ChORFSAV1219_s_at	0.0205	0.00067749	5.368763	0.054539	3.625592		
Cbur02700_at	0.0205	0.00067772	5.368468	0.054212	3.975112	groES	10 KDa chaperonin GROES
YpesChrORF_YPO0365_s_at	0.0205	0.00067894	5.366963	0.052545	2.94202	YPO0365	ribosome-associated GTPase
YpesChrORF_YPO0792_s_at	0.0205	0.0006797	5.366035	0.051517	3.234249	ygeD	lysophospholipid transporter LplT
CTrachChrORF_CT810_at	0.0205	0.00068106	5.364356	0.049656	3.57747		
YpesKIM_ChrORFy3546_s_at	0.0205	0.00068145	5.363884	0.049134	3.20381		
CTrachChrORF_CT849_at	0.0205	0.00068284	5.362174	0.047237	3.02347		
Cbur01822_at	0.0205	0.00068353	5.361328	0.0463	3.787152	rplE	50S ribosomal protein L5
Cbur01465_at	0.0205	0.0006844	5.360271	0.045127	3.253938		
SauMSSA476_400g-69_s_at	0.0205	0.00068704	5.357048	0.041552	2.885036		
Cbur01740_at	0.0205	0.00068785	5.356068	0.040463	3.111792		
SpM1_ChORF1643_s_at	0.0205	0.00068848	5.355297	0.039608	3.756969		
SpM1_ChORF1298_at	0.0205	0.00068978	5.353724	0.037862	4.643821	malA	putative maltodextrose utilization protein
YpesChrORF_YPO3812_s_at	0.0205	0.0006916	5.351516	0.03541	2.987474	ftsX	cell division protein FtsX
CTrachChrORF_CT133_at	0.0205	0.00069351	5.349218	0.032858	4.411285		
CTrachChrORF_CT645_at	0.0205	0.00069406	5.348556	0.032122	4.194721		
SauMu50ChORFSAV0697_s_at	0.0205	0.00069473	5.347747	0.031223	3.382636		
SauMu50ChORFSAV0760_s_at	0.0205	0.00069666	5.345426	0.028644	2.977556		
YpesPlaORF_YpMT1.09c_s_at	0.0205	0.00069694	5.345099	0.028281	3.173651		
SauMu50ChORFSAV1008_s_at	0.0205	0.00069964	5.341872	0.024692	2.894484		
SpM1_ChORF1102_s_at	0.0205	0.00070169	5.33943	0.021976	3.38346	potA	putative spermidine / putrescine ABC transporter (ATP-binding protein)
Cbur00262_at	0.0205	0.00070252	5.338438	0.020872	3.497372	sucA	2-oxoglutarate dehydrogenase E1
YpesChrORF_YPO2422_s_at	0.0205	0.0007048	5.335742	0.017871	3.631488	YPO2422	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
Cbur00560_s_at	0.0205	0.00070572	5.334645	0.016651	3.471793		
YpesChrORF_YPO2611_s_at	0.0205	0.00070651	5.33372	0.01562	3.442385	YPO2611	hypothetical protein
YpesChrORF_YPO3029_s_at	0.0205	0.00070725	5.332845	0.014646	4.427168	YPO3029	hypothetical protein
CTrachChrORF_CT173_at	0.0205	0.00070799	5.331973	0.013675	3.611906		
SpM1_ChORF0361_s_at	0.0205	0.00070816	5.331771	0.01345	4.208869	glr	putative glutamate racemase
SpM49_ChORF1330-2_at	0.0205	0.00071116	5.328251	0.009527	4.095382		
YpesChrORF_YPO2440_s_at	0.0205	0.00071164	5.327683	0.008895	4.484997	yfeB	ATP-binding transport protein
SauMu50ChORFSAV1264_s_at	0.0205	0.00071299	5.326113	0.007144	3.037762		
SauEMRSA16ChORF1374_x_at	0.0205	0.00071339	5.325643	0.00662	3.860433		
SauMu50ChORFSAV2505_s_at	0.0205	0.00071421	5.32469	0.005558	3.481463		
Cbur00347_at	0.0205	0.0007143	5.324582	0.005438	3.546767		
CTrachChrORF_CT098_at	0.0205	0.00071468	5.324133	0.004937	4.390037		
SauMu50ChORFSAV1452_s_at	0.0205	0.00071565	5.32301	0.003685	3.302969		
SauMu50ChORFSAV2250_s_at	0.0205	0.00071811	5.320154	0.000499	3.131734		
SpM1_ChORF0806_s_at	0.0205	0.00071832	5.319911	0.000227	3.415342	rplT	50S ribosomal protein L20
YpesChrORF_YPO1607_s_at	0.0205	0.00072029	5.317623	-0.002326	3.839229	YPO1607	metallodependent hydrolase
SauEMRSA16ChORF2084_at	0.0205	0.0007212	5.316574	-0.003497	3.388867		
CTrachChrORF_CT546_at	0.0205	0.00072153	5.3162	-0.003915	3.048625		
Cbur00035_at	0.0205	0.00072172	5.315975	-0.004166	4.155496	tolQ	TolQ
YpesChrORF_YPO0451_s_at	0.0205	0.00072286	5.314663	-0.005631	2.881733	YPO0451	cation-transporting P-type ATPase
SpM1_ChORF0063_s_at	0.0205	0.00072432	5.312982	-0.007509	4.908761	rplE	50S ribosomal protein L5
YpesChrORF_YPO0412_s_at	0.0205	0.00072912	5.307496	-0.013639	2.876144	YPO0412	ABC transporter ATP-binding protein
Cbur01254_at	0.0205	0.00072923	5.307368	-0.013782	3.141719		
BburgPlaORF_BBA60_at	0.0205	0.00072985	5.306662	-0.014571	3.267608		
SpM1_ChORF1163_s_at	0.0205	0.00073051	5.305908	-0.015414	3.368866	smf	putative DNA processing protein (Smf family)
CTrachChrORF_CT420_at	0.0205	0.00073181	5.304437	-0.01706	3.126696		
YpesChrORF_YPO0585_s_at	0.0205	0.00073249	5.303664	-0.017924	4.234457	YPO0585	MocA family oxidoreductase
YpesChrORF_YPO1280_s_at	0.0205	0.00073329	5.302758	-0.018938	3.997731	YPO1280	D-mannonate oxidoreductase
SauMu50ChORFSAV2343_s_at	0.0205	0.00073414	5.301797	-0.020012	4.578681		
SauCOLChORF01985_s_at	0.0205	0.00073461	5.301259	-0.020614	3.241519		
SauEMRSA16ChORF1458_at	0.0205	0.00073661	5.299006	-0.023136	3.64912		
SauEMRSA16ChORF2340_at	0.0205	0.00073726	5.298275	-0.023954	4.057983		
YpesChrORF_YPO2330_s_at	0.0205	0.00073863	5.296734	-0.025679	3.13863	hslJ	heat-inducible protein
SauMu50ChORFSAV2070_s_at	0.0205	0.00073874	5.296611	-0.025817	3.231639		
SpM1_ChORF1736_s_at	0.0205	0.00073942	5.295837	-0.026684	3.325024		
YpesPlaORF_YpCD1.22c_s_at	0.0205	0.00074103	5.294036	-0.028701	3.884717		
CTrachChrORF_CT339_at	0.0205	0.0007416	5.293398	-0.029416	3.645453		
YpesChrORF_YPO1176_s_at	0.0205	0.00074301	5.291817	-0.031187	4.227776	pbpG	D-alanyl-D-alanine endopeptidase
SauMu50ChORFSAV2425_s_at	0.0205	0.00074524	5.289336	-0.033968	3.724634		
SauMSSA476_324f-11_at	0.0205	0.00074536	5.289203	-0.034117	3.158547		
BburgPlaORF_BBN14_x_at	0.0205	0.0007486	-5.285605	-0.038152	-3.481541		
CTrachChrORF_CT439m_at	0.0205	0.00075349	5.280214	-0.0442	3.762345		
Cbur02478_at	0.0205	0.0007562	5.27724	-0.047539	3.345817		
YpesChrORF_YPO0348_s_at	0.0205	0.00075725	5.276085	-0.048837	2.950828	aspA	aspartate ammonia-lyase
SauMu50ChORFSAV2660_s_at	0.0205	0.00075762	5.275683	-0.049288	3.276436		
SauMu50ChORFSAV1574_s_at	0.0205	0.00075986	5.273239	-0.052034	5.432782		
SpM1_ChORF1049_s_at	0.0205	0.00076432	5.268393	-0.057481	5.340687		
Cbur01243_at	0.0205	0.00076597	5.266604	-0.059493	3.485302		
YpesChrORF_YPO2337_s_at	0.0205	0.00076692	5.265587	-0.060637	3.485367	YPO2337	regulatory protein
YpesChrORF_YPO2647_s_at	0.0205	0.00076962	5.26268	-0.063908	4.3765	proV	glycine betaine/L-proline transport ATP-binding protein
YpseORF_or2458_at	0.0205	0.0007707	5.261518	-0.065216	3.178973		
YpesChrORF_YPO0329_s_at	0.0205	0.00077091	5.261296	-0.065465	4.867907	rhaA	L-rhamnose isomerase
YpesChrORF_YPO3177_s_at	0.0205	0.00077093	5.261266	-0.065499	2.873952	dxs	1-deoxy-D-xylulose-5-phosphate synthase
YpseORF_or4274_s_at	0.0205	0.00077112	5.261064	-0.065727	4.108458		
SauEMRSA16ChORF2390_at	0.0205	0.00077234	5.259764	-0.06719	3.24712		
YpesChrORF_YPO2137_s_at	0.0205	0.00077563	5.25625	-0.071148	2.95216	YPO2137	hypothetical protein
YpesPlaORF_YpCD1.15c_s_at	0.0205	0.00077645	5.255369	-0.072141	2.876532		
YpesChrORF_YPO2709_s_at	0.0205	0.00077698	5.25481	-0.07277	3.390393	YPO2709	hypothetical protein
SpM18_ChORF0358_at	0.0205	0.00077702	5.25477	-0.072816	4.939858		
Cbur02024_at	0.0205	0.00077756	5.254197	-0.073461	3.01382		
BburgChrORF_BB0604_at	0.0205	0.00077837	5.253329	-0.074439	2.919497		
SpM1_ChORF2066_s_at	0.0205	0.0007786	5.253087	-0.074713	3.090546		
SpM1_ChORF1634_s_at	0.0205	0.00078018	5.251411	-0.076602	3.810348		
YpesChrORF_YPO1860_s_at	0.0205	0.00078166	5.249848	-0.078364	2.851348	ail	attachment invasion locus protein
YpesChrORF_YPO3601_s_at	0.0205	0.00078273	5.248719	-0.079637	2.991742	YPO3601	hypothetical protein
