ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
Cbur00849_at			3.334	2.674
Cbur00856_at			3.349	1.723
Cbur00859_at			2.761	2.133
Cbur00861_at			3.348	2.636
Cbur00862_at			2.55	2.112
Cbur00865_at			2.918	2.181
Cbur00866_at	pyrD	dihydroorotate dehydrogenase 2	1.869	2.02
Cbur00869_at			2.578	1.788
Cbur00871_at			3.751	2.915
Cbur00874_at			2.935	2.627
Cbur00877_at			3.823	2.385
Cbur00880_at			3.692	3.335
Cbur00881_at			1.977	2.133
Cbur00885_at			2.541	2.389
Cbur00890_at			3.241	2.11
Cbur00893_at			2.551	2.71
Cbur00898_at			3.025	1.945
Cbur00899_at			4.026	2.433
Cbur00904_at			2.468	2.39
Cbur00908_at			3.327	2.285
Cbur00915_at			1.991	2.125
Cbur00921_at			2.002	2.14
Cbur00922_at			1.979	1.731
Cbur00925_at			3.796	3.725
Cbur00926_at			2.04	1.762
Cbur00927_at			4.679	3.935
Cbur00929_at	glpD	glycerol-3-phosphate dehydrogenase	2.096	2.36
Cbur00930_at			3.086	2.442
Cbur00931_at			3.668	2.335
Cbur00933_at	mmsA	malonate-semialdehyde dehydrogenase (acetylating)	2.363	2.109
Cbur00936_at			1.858	1.85
Cbur00940_at			4.448	3.267
Cbur00943_at			2.458	1.956
Cbur00944_at			2.825	2.057
Cbur00947_at			2.114	1.897
Cbur00950_at			2.523	1.921
Cbur00951_at			2.692	2.259
Cbur00952_at			2.574	2.118
Cbur00953_at			2.134	1.989
Cbur00955_at			2.795	2.091
Cbur00957_at			3.778	2.301
Cbur00960_at			2.886	2.202
Cbur00961_at	ispZ	intracellular septation protein A	2.776	2.059
Cbur00962_at			3.301	3.294
Cbur00965_at	rpmE	50S ribosomal protein L31	1.802	1.925
Cbur00971_at			2.629	1.638
Cbur00973_at			3.165	1.631
Cbur00974_at			2.296	1.641
Cbur00976_at			3.3	3.017
Cbur00982_at			3.223	2.427
Cbur00984_at			2.85	1.978
Cbur00985_at			4.592	3.662
Cbur00991_at			3.971	3.399
Cbur00992_at			3.282	1.873
Cbur00996_at			2.631	2.065
Cbur01004_x_at			2.97	2.161
Cbur01007_at			2.033	1.741
Cbur01008_at			2.661	2.034
Cbur01009_at			2.213	2.373
Cbur01012_at			3.102	2.361
Cbur01018_at	dnaB	replicative DNA helicase	2.124	2.202
Cbur01019_at	rplI	50S ribosomal protein L9	3.128	2.369
Cbur01020_at			2.398	1.936
Cbur01023_at			3.885	3.277
Cbur01027_at			2.446	2.614
Cbur01029_at	nadE	glutamine-dependent NAD(+) synthetase	2.61	2.491
Cbur01038_at			3.234	2.287
Cbur01040_at	mgsA	methylglyoxal synthase	3.271	2.044
Cbur01042_at	pnp	polynucleotide phosphorylase	2.012	1.781
Cbur01043_at	rpsO	30S ribosomal protein S15	2.967	2.342
Cbur01044_at			3.632	3.607
Cbur01045_at	galU	UTP-glucose-1-phosphate uridylyltransferase	2.927	2.538
Cbur01049_at			3.32	3.474
Cbur01052_at			2.615	1.86
Cbur01053_at			2.013	2.024
Cbur01057_at	wecB	UDP-N-acetylglucosamine 2-epimerase	3.344	1.964
Cbur01058_at			3.037	2.815
Cbur01060_at			3.421	3.195
Cbur01063_at			3.09	2.314
Cbur01066_at			2.844	1.864
Cbur01067_at			2.836	2.715
Cbur01068_at			2.258	2.324
Cbur01070_at			3.144	1.914
Cbur01072_at			2.209	2.371
Cbur01073_at			5.049	2.712
Cbur01079_at	purB	adenylosuccinate lyase	2.652	1.969
Cbur01081_at			2.012	2.096
Cbur01082_at			3.171	2.247
Cbur01091_at			1.629	1.664
Cbur01096_at			1.88	1.945
Cbur01100_at			1.831	1.862
Cbur01102_at			2.332	2.146
Cbur01103_at			2.105	1.887
Cbur01106_at			2.783	2.794
Cbur01110_at			2.588	2.679
Cbur01113_at			2.56	2.464
Cbur01114_at			2.629	2.14
Cbur01120_at			4.502	2.503
Cbur01123_at			2.603	1.967
Cbur01129_at			2.422	2.182
Cbur01130_x_at			3.354	2.42
Cbur01131_x_at			2.372	2.07
Cbur01134_at			3.866	3.721
Cbur01137_at			1.994	1.871
Cbur01144_at			3.079	2.687
Cbur01147_at			3.02	2.202
Cbur01149_at			2.092	2.079
Cbur01152_at	prpB	2-methylisocitrate lyase	2.269	2.104
Cbur01153_at			2.024	1.873
Cbur01154_at			3.007	2.936
Cbur01155_at			3.51	2.673
Cbur01156_at			4.53	1.904
Cbur01157_at			2.949	2.591
Cbur01162_at			3.247	3.441
Cbur01163_at			2.814	1.726
Cbur01164_at			1.572	1.7
Cbur01165_x_at			1.998	2.036
Cbur01169_at			2.5	1.785
Cbur01170_at	rluD	ribosomal large subunit pseudouridine synthase D	1.987	2.053
Cbur01174_at			3.587	2.616
Cbur01175_at			3.326	2.273
Cbur01177_at			3.076	2.469
Cbur01178_at			3.348	2.786
Cbur01179_at	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	2.288	2.315
Cbur01180_at			2.578	2.204
Cbur01183_at			2.158	2.234
Cbur01184_at			2.894	1.965
Cbur01185_at			5.301	4.167
Cbur01186_at			1.917	1.843
Cbur01188_at	ptsH	phosphocarrier protein HPr	4.327	3.532
Cbur01191_at	pmbA	TldD/PmbA family protein	2.091	2.154
Cbur01193_at			1.858	1.832
Cbur01195_at	tig	trigger factor	2.841	2.465
Cbur01202_at			2.427	2.586
Cbur01203_at			3.614	2.814
Cbur01206_at			2.644	2.158
Cbur01207_at			2.82	2.63
Cbur01212_at			3.926	2.62
Cbur01213_at			2.26	2.299
Cbur01219_at			2.638	1.786
Cbur01224_at			2.943	2.571
Cbur01229_at			3.948	3.189
Cbur01231_at			3.304	1.668
Cbur01233_at			2.408	1.733
Cbur01234_at			4.042	3.812
Cbur01237_at			2.606	2.196
Cbur01239_at			3.399	2.29
Cbur01243_at			3.485	3.116
Cbur01244_at			3.061	1.992
Cbur01247_at			2.344	2.112
Cbur01249_at			3.275	1.948
Cbur01253_at			3.626	2.374
Cbur01254_at			3.142	3.137
Cbur01256_at			3.639	3.318
Cbur01259_at	gmd	GDP-mannose 4,6-dehydratase	2.691	2.743
Cbur01260_at	wcaG	GDP-L-fucose synthase	3.066	2.039
Cbur01263_at			3.131	2.281
Cbur01264_at			3.602	3.517
Cbur01269_at			1.982	2.041
Cbur01271_at			2.769	2.229
Cbur01274_at			2.625	2.719
Cbur01276_at			3.313	2.912
Cbur01277_at			4.056	2.931
Cbur01278_at			3.267	2.648
Cbur01279_at			3.606	2.243
Cbur01280_at			3.515	2.617
Cbur01287_at			2.919	2.397
Cbur01297_at			3.353	1.858
Cbur01299_at			2.609	2.57
Cbur01304_at			2.306	2.54
Cbur01305_at			3.037	2.368
Cbur01308_at			2.68	2.939
Cbur01310_at			2.461	2.704
Cbur01311_at			2.377	1.804
Cbur01315_at	ribH	6,7-dimethyl-8-ribityllumazine synthase	2.673	2.081
Cbur01319_at			2.639	2.012
Cbur01321_at			2.854	2.069
Cbur01323_at			2.899	2.475
Cbur01324_at			2.793	2.832
Cbur01326_at			2.365	2.08
Cbur01327_at			3.316	2.921
Cbur01328_at			2.271	2.283
Cbur01332_at	purL	phosphoribosylformylglycinamidine synthase	2.193	1.84
Cbur01333_at	mip	peptidyl-prolyl cis-trans isomerase Mip	2.642	2.513
Cbur01335_at	putA	bifunctional proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	2.221	1.706
Cbur01336_at	ppa	inorganic diphosphatase	1.992	1.74
Cbur01338_at			3.153	2.214
Cbur01342_at			3.296	2.497
Cbur01345_at			2.239	1.665
Cbur01346_at	lpxB	lipid-A-disaccharide synthase	2.071	1.698
Cbur01350_at			3.652	3.468
Cbur01351_at			3.576	2.103
Cbur01353_at	fabZ	(3R)-hydroxymyristoyl-ACP dehydratase	2.671	2.613
Cbur01355_at	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	2.71	2.544
Cbur01356_at			1.646	1.724
Cbur01357_at			3.06	2.737
Cbur01359_at			2.763	2.702
Cbur01362_at	mvaD	diphosphomevalonate decarboxylase/isopentenyl-diphosphate delta-isomerase	4.094	3.692
Cbur01364_at			1.856	1.845
Cbur01369_at			2.274	1.782
Cbur01371_at			2.804	1.896
Cbur01379_at			2.031	1.701
Cbur01381_at			1.576	1.717
Cbur01383_at	nadA	quinolinate synthetase	2.288	1.965
Cbur01386_at			3.199	1.811
Cbur01387_at			2.1	2.014
Cbur01390_at			2.935	1.952
Cbur01393_at			1.97	1.731
Cbur01395_s_at	yfcX	fatty oxidation complex subunit alpha	3.294	1.769
Cbur01396_at			3.969	2.689
Cbur01398_at			2.084	2.172
Cbur01400_at			2.226	2.231
Cbur01403_at			3.132	2.659
Cbur01404_at			2.347	2.217
Cbur01407_at			3.72	2.658
Cbur01409_at			2.455	2.531
Cbur01410_at			2.946	2.918
Cbur01411_at	cutE	apolipoprotein N-acyltransferase	2.376	1.905
Cbur01412_x_at			2.684	2.394
Cbur01416_at			2.738	2.597
Cbur01417_at	leuS	leucyl-tRNA synthetase	2.653	1.673
Cbur01425_at			2.478	1.922
Cbur01428_at	pbpA	penicillin-binding protein	1.868	1.879
Cbur01430_at	rodA	rod shape-determining protein	2.722	2.052
Cbur01432_at			2.854	1.8
Cbur01438_at			2.964	1.954
Cbur01439_at	ligA	NAD-dependent DNA ligase	1.866	2.092
Cbur01441_at			3.036	1.781
Cbur01443_at			3.064	2.54
Cbur01445_at			2.126	2.004
Cbur01446_x_at			2.791	1.745
Cbur01447_x_at			3.386	2.792
Cbur01448_x_at			4.626	2.963
Cbur01451_at			3.723	2.445
Cbur01452_at	rfe	undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase	3.16	2.144
Cbur01455_at			2.33	1.752
Cbur01456_at			4.001	2.3
Cbur01459_at			1.998	1.716
Cbur01460_at	serC	phosphoserine aminotransferase	2.753	2.414
Cbur01461_at	gyrA	DNA gyrase subunit A	2.937	2.426
Cbur01464_at			2.267	2.08
Cbur01465_at			3.254	3.165
Cbur01471_at			4.362	2.272
Cbur01472_at			3.724	2.252
Cbur01481_at			2.593	2.008
Cbur01485_at	trpR	Trp operon repressor	2.419	1.768
Cbur01487_at			2.982	2.649
Cbur01488_at	recJ	single-stranded-DNA-specific exonuclease	2.947	2.864
Cbur01490_at			2.873	2.933
Cbur01493_x_at			3.945	3.483
Cbur01496_at	tmk	thymidylate kinase	3.567	2.217
Cbur01497_at			3.179	2.194
Cbur01499_at			2.351	2.499
Cbur01503_at	fabH	3-oxoacyl-ACP synthase III	2.096	1.952
Cbur01506_at			2.187	1.766
Cbur01507_at			3.248	2.399
Cbur01510_at	rluC	ribosomal large subunit pseudouridine synthase C	3.352	3.211
Cbur01511_at			2.673	2.787
Cbur01513_at			3.65	2.971
Cbur01514_at			2.644	2.515
Cbur01515_at			2.555	2.65
Cbur01518_at			1.906	1.673
Cbur01519_at	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	2.347	2.142
Cbur01522_at			2.107	1.805
Cbur01523_at			2.917	2.304
Cbur01528_at			3.099	3.062
Cbur01529_at			2.884	2.136
Cbur01531_at	recQ	ATP-dependent DNA helicase	1.921	1.815
Cbur01535_at			2.849	2.075
Cbur01537_at	xseB	exodeoxyribonuclease VII small subunit	2.736	3.055
Cbur01538_at			1.929	1.923
Cbur01542_at	lpdA	dihydrolipoyl dehydrogenase, E3 component of pyruvate dehydrogenases complex	3.678	2.66
Cbur01543_at	pdhC	dihydrolipoyllysine-residue acetyltransferase E2 component of pyruvate dehydrogenase complex	2.152	2.162
Cbur01544_at			1.901	1.638
Cbur01545_at			2.461	2.508
Cbur01548_at			3.268	2.465
Cbur01553_at			2.411	2.459
Cbur01555_at			2.2	2.405
Cbur01557_at			3.018	2.162
Cbur01558_at			2.023	1.811
Cbur01559_at			2.391	2.452
Cbur01562_at			2.66	2.125
Cbur01564_at			2.643	2.02
Cbur01565_at			1.883	2.114
Cbur01568_at	rpsP	30S ribosomal protein S16	2.626	2.173
Cbur01571_at	trmD	tRNA (guanine-N(1)-)-methyltransferase	3.838	2.541
Cbur01573_at	rplS	50S ribosomal protein L19	2.48	2.197
Cbur01577_at			4.081	4.085
Cbur01578_at			2.932	2.455
Cbur01579_at			2.876	2.251
Cbur01582_at			2.263	1.953
Cbur01584_at			2.588	2.487
Cbur01588_at	lysS	lysyl-tRNA synthetase	2.763	1.733
Cbur01590_at			2.047	2.181
Cbur01600_at			3.436	2.356
Cbur01602_at			2.713	1.989
Cbur01603_at			3.718	2.58
Cbur01604_at			2.377	1.983
Cbur01613_at			2.972	2.94
Cbur01622_at			2.976	2.438
Cbur01624_at			4.135	2.846
Cbur01626_at			4.137	4.057
Cbur01629_at			3.469	1.852
Cbur01631_at	lspA	lipoprotein signal peptidase	2.706	2.854
Cbur01634_at			3.084	2.024
Cbur01639_at	rpsT	30S ribosomal protein S20	2.61	1.658
Cbur01642_at	rpmA	50S ribosomal protein L27	2.818	2.466
Cbur01644_at	rplU	50S ribosomal protein L21	2.243	1.961
Cbur01649_at	ispB	polyprenyl synthetase	2.488	2.716
Cbur01650_at			3.445	2.813
Cbur01652_at			3.52	2.56
Cbur01655_at			3.722	2.88
Cbur01657_at			2.661	2.401
Cbur01660_at			3.157	1.753
Cbur01663_at			3.231	2.288
Cbur01664_at			3.599	2.73
Cbur01671_at			3.868	1.654
Cbur01672_at			2.958	2.051
Cbur01673_at			2.885	2.247
Cbur01687_at			2.468	1.823
Cbur01689_at			2.15	1.687
Cbur01692_at			3.282	2.438
Cbur01695_at	gph	phosphoglycolate phosphatase	2.371	2.367
Cbur01704_at	pfkA	6-phosphofructokinase	2.018	2.173
Cbur01705_at			2.989	3.034
Cbur01706_at			1.942	1.804
Cbur01707_at	pepN	aminopeptidase	2.702	2.795
Cbur01708_at	fis	Fis family transcriptional regulator	4.044	2.038
Cbur01715_at	thiS	sulfur carrier protein ThiS	1.967	1.889
Cbur01717_at			2.392	2.361
Cbur01718_at	thiC	thiamine biosynthesis protein ThiC	3.887	2.617
Cbur01722_at			3.45	2.227
Cbur01724_x_at			2.543	2.811
Cbur01726_at			1.997	1.64
Cbur01728_at			2.321	1.87
Cbur01736_at			3.447	2.904
Cbur01737_at	dnaQ	DNA polymerase III subunit epsilon	3.382	3.245
Cbur01740_at			3.112	3.163
Cbur01741_at			3.557	2.589
Cbur01744_s_at			4.224	3.614
Cbur01745_at			2.137	1.981
Cbur01746_s_at	htpG	heat shock protein 90	3.127	1.842
Cbur01748_at			2.902	2.474
Cbur01749_at			2.172	2.036
Cbur01753_at	spoT	GTP pyrophosphokinase	3.362	1.974
Cbur01755_at	gmk	guanylate kinase	3.288	2.837
Cbur01756_at			2.702	2.405
Cbur01757_at	rph	ribonuclease PH	2.297	2.406
Cbur01759_at	xth	exodeoxyribonuclease III	2.481	2.723
Cbur01761_at			2.518	2.741
Cbur01767_at			1.907	1.72
Cbur01768_at	rpmB	50S ribosomal protein L28	3.393	2.681
Cbur01771_at			3.436	3.464
Cbur01774_at	folK-2	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	3.49	2.066
Cbur01776_at	pcnB	poly(A) polymerase	3.559	1.839
Cbur01777_at			2.301	2.496
Cbur01778_at			2.806	1.755
Cbur01781_at			3.008	2.763
Cbur01782_at	dinP	DNA polymerase IV	2.828	2.228
Cbur01785_at			2.918	2.565
Cbur01787_at			2.612	2.513
Cbur01789_at			3.925	2.192
Cbur01790_at	hemE	uroporphyrinogen decarboxylase	2.589	2.709
Cbur01793_at	uvrA	excinuclease ABC subunit A	2.395	2.352
Cbur01794_at			2.463	2.397
Cbur01795_at			2.561	2.081
Cbur01796_at	ssb	single-stranded DNA-binding protein	3.064	2.95
Cbur01798_at			2.545	2.768
Cbur01801_at			2.588	2.466
Cbur01803_at			2.172	1.643
Cbur01805_at	rplQ	50S ribosomal protein L17	3.295	2.718
Cbur01806_at	rpoA	DNA-directed RNA polymerase subunit alpha	2.795	2.063
Cbur01808_at	rpsK	30S ribosomal protein S11	1.943	2.184
Cbur01810_at			2.871	3.066
Cbur01812_at	secY	preprotein translocase subunit SecY	2.347	2.258
Cbur01817_at	rplR	50S ribosomal protein L18	2.895	2.252
Cbur01818_at	rplF	50S ribosomal protein L6	3.003	2.224
Cbur01820_at	rpsH	30S ribosomal protein S8	2.728	1.838
Cbur01821_at	rpsN	30S ribosomal protein S14	3.019	2.621
Cbur01822_at	rplE	50S ribosomal protein L5	3.787	3.165
Cbur01824_at	rplX	50S ribosomal protein L24	2.603	2.505
Cbur01827_at	rpsQ	30S ribosomal protein S17	1.798	1.779
Cbur01828_at	rpmC	50S ribosomal protein L29	4.255	4.1
Cbur01835_at	rpsS	30S ribosomal protein S19	2.445	2.028
Cbur01837_at	rplB	50S ribosomal protein L2	2.461	2.092
Cbur01839_at	rplW	50S ribosomal protein L23	3.401	2.977
Cbur01841_at	rplD	50S ribosomal protein L4	2.222	2.037
Cbur01843_at	rpsJ	30S ribosomal protein S10	3.011	2.421
Cbur01845_s_at			3.086	2.188
Cbur01852_at	rpoC	DNA-directed RNA polymerase subunit beta'	1.868	1.796
Cbur01858_at	rplJ	50S ribosomal protein L10	2.204	1.894
Cbur01864_at	nusG	transcription termination/antitermination factor NusG	3.047	2.61
Cbur01865_at	secE	protein translocase subunit	2.189	2.361
Cbur01868_s_at			2.093	1.988
Cbur01872_at			1.962	2.094
Cbur01873_at			2.306	2.178
Cbur01876_at			2.065	2.154
Cbur01878_at			3.128	1.827
Cbur01879_at			3.044	2.338
Cbur01882_at			2.77	1.942
Cbur01886_at			2.751	1.755
Cbur01887_at			2.587	2.189
Cbur01888_at			3.32	2.029
Cbur01889_at			3.24	2.349
Cbur01890_at			3.966	2.392
Cbur01894_at			4.502	4.339
Cbur01895_at			2.68	2.306
Cbur01897_at			3.568	2.23
Cbur01898_at			2.867	2.947
Cbur01900_at			3.854	3.823
Cbur01902_at			4.289	2.499
Cbur01903_at			1.936	2.129
Cbur01906_at			2.822	1.735
Cbur01909_at			2.552	1.716
Cbur01915_at			3.635	1.961
Cbur01917_at			2.012	1.847
Cbur01919_at			2.533	1.686
Cbur01921_at			4.035	2.785
Cbur01930_at	tyrS	tyrosyl-tRNA synthetase	2.225	1.975
Cbur01935_at			2.635	2.791
Cbur01937_at			2.051	1.817
Cbur01938_at			3.161	2.535
Cbur01939_at			3.547	2.083
Cbur01940_at			3.35	2.462
Cbur01943_at			2.303	2.404
Cbur01945_s_at	pksH	enoyl-CoA hydratase	3.166	2.234
Cbur01946_at			2.528	2.3
Cbur01947_at			2.056	2.037
Cbur01948_at			3.085	2.252
Cbur01955_at			2.467	2.516
Cbur01959_at			2.796	2.32
Cbur01960_at			3.644	2.895
Cbur01963_at	pilA	type IV-A pilin protein PilA	1.721	1.708
Cbur01969_at	pilD	type 4 prepilin peptidase	2.013	2.177
Cbur01971_at			4.512	3.859
Cbur01974_x_at			3.001	3.015
Cbur01975_at	mutT	7,8-dihydro-8-oxoguanine-triphosphatase	2.325	2.264
Cbur01977_at			2.915	1.705
Cbur01978_at			2.361	2.36
Cbur01980_x_at			2.013	1.931
Cbur01983_at	ftsA	cell division protein	2.12	1.645
Cbur01984_at			2.631	1.682
Cbur01987_at	ftsQ	cell division protein	3.722	2.546
Cbur01988_at	murB	UDP-N-acetylenolpyruvoylglucosamine reductase	2.454	2.195
Cbur01989_at	murC	UDP-N-acetylmuramate--L-alanine ligase	4.034	2.478
Cbur01992_at			1.92	1.762
Cbur01995_at	murD	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	2.592	2.097
Cbur01996_at			3.989	2.507
Cbur01999_at			2.139	1.68
Cbur02007_at	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	2.899	2.191
Cbur02008_at	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	2.114	1.965
Cbur02013_at			2.893	1.833
Cbur02017_at			2.623	2.735
Cbur02019_at			2.877	2.923
Cbur02020_at			3.917	3.278
Cbur02024_at			3.014	3.109
Cbur02027_at			2.407	1.94
Cbur02035_at			3.429	2.062
Cbur02038_at	nadB	L-aspartate oxidase	3.621	3.428
Cbur02042_at	sixA	phosphohistidine phosphatase SixA	3.03	2.115
Cbur02047_at	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	2.356	1.998
Cbur02048_at			1.903	1.809
Cbur02053_at			3.707	2.193
Cbur02056_at			3.531	2.641
Cbur02059_at			2.052	1.755
Cbur02063_at			2.897	2.621
Cbur02066_at			2.362	1.803
Cbur02076_at			2.167	1.691
Cbur02078_at			2.183	2.139
Cbur02079_at			2.386	1.973
Cbur02084_at			2.389	1.77
Cbur02090_at			2.265	1.646
Cbur02091_at	parE	DNA topoisomerase IV subunit B	3.106	2.047
Cbur02094_at			2.04	1.849
Cbur02096_at			2.124	1.78
Cbur02097_at			2.007	2.048
Cbur02103_at			3.271	2.971
Cbur02105_at			3.48	2.987
Cbur02106_at			3.204	2.822
Cbur02111_at			3.311	2.834
Cbur02112_at			2.754	3.034
Cbur02118_at			2.851	2.115
Cbur02124_at			2.873	2.879
Cbur02127_at	prlC	oligopeptidase A	2.073	1.666
Cbur02128_at			2.779	2.044
Cbur02131_at	fabZ	(3R)-hydroxymyristoyl-ACP dehydratase	2.707	2.118
Cbur02132_at	fabF	3-oxoacyl-ACP synthase	3.742	2.235
Cbur02135_at			3.289	3.052
Cbur02136_x_at			2.992	2.603
Cbur02137_at			3.173	2.265
Cbur02140_at			2.4	2.332
Cbur02142_at			1.817	1.868
Cbur02144_at			2.731	2.026
Cbur02147_at			2.498	2.57
Cbur02150_at			3.18	3.101
Cbur02151_at			2.289	2.341
Cbur02155_at	deoC	2-deoxyribose-5-phosphate aldolase	2.08	1.683
Cbur02158_at			3.358	2.938
Cbur02160_at			2.58	1.822
Cbur02168_at			2.135	2.339
Cbur02173_at	recF	DNA replication and repair protein RecF	1.554	1.631
Cbur02174_at	dnaN	DNA polymerase III subunit beta	2.536	1.689
Cbur02175_at	dnaA	chromosome replication initiator DnaA	2.716	1.904
Cbur02178_at			2.117	1.889
Cbur02179_at			2.633	2.42
Cbur02184_at			4.322	3.834
Cbur02185_at			3.391	2.758
Cbur02186_at	trx	thioredoxin	2.331	2.072
Cbur02189_at			4.076	2.669
Cbur02191_at			2.612	2.025
Cbur02194_at	hemY	protein HemY	3.914	3.038
Cbur02203_at	hemC	porphobilinogen deaminase	3.324	2.288
Cbur02204_at			2.552	2.274
Cbur02207_at			3.467	3.441
Cbur02213_at			3.08	1.81
Cbur02217_s_at			2.939	2.512
Cbur02220_at			2.885	2.057
Cbur02221_at			3.746	2.209
Cbur02222_at			1.764	1.818
Cbur02224_at			2.637	1.804
Cbur02225_at			3.691	1.818
Cbur02226_at	uvrD	DNA-dependent helicase II	2.192	2.006
Cbur02228_at			2.088	2.302
Cbur02229_at			2.866	2.709
Cbur02232_at	trpS	tryptophanyl-tRNA synthetase	2.549	1.735
Cbur02237_at			2.167	2.038
Cbur02238_at			3.545	2.555
Cbur02247_at			2.639	2.218
Cbur02248_at			3.369	1.661
Cbur02249_x_at			2.999	2.161
Cbur02253_at			4.133	3.069
Cbur02256_at			2.657	2.876
Cbur02257_at			2.28	2.368
Cbur02259_at			3.3	3.313
Cbur02261_at			3.09	2.024
Cbur02263_at			2.752	2.539
Cbur02267_at			1.968	1.874
Cbur02272_at			2.924	2.572
Cbur02277_at			2.044	2.193
Cbur02287_at	hslV	ATP-dependent protease peptidase subunit	2.859	2.264
Cbur02288_at			2.968	1.829
Cbur02289_at			1.69	1.8
Cbur02290_at			1.986	1.947
Cbur02297_at			2.369	2.226
Cbur02304_x_at			2.388	2.461
Cbur02310_at	folA	dihydrofolate reductase	3.262	2.043
Cbur02318_at			2.648	2.581
Cbur02322_at			2.433	2.32
Cbur02325_at	ksgA	dimethyladenosine transferase	4.25	2.968
Cbur02330_s_at			2.684	1.938
Cbur02332_at	ostA	organic solvent tolerance protein	2.158	1.845
Cbur02336_at			2.698	1.98
Cbur02338_at			2.387	1.704
Cbur02339_at			3.203	1.89
Cbur02341_x_at			2.313	1.995
Cbur02342_at	dapF	diaminopimelate epimerase	2.036	1.649
Cbur02343_at	dksA	RNA polymerase-binding protein DksA	2.716	2.232
Cbur02344_at	folB	dihydroneopterin aldolase	3.031	1.687
Cbur02346_at	hemA	glutamyl-tRNA reductase	2.106	1.94
Cbur02349_at	hemK	peptide release factor-glutamine N5-methyltransferase	4.291	3.272
Cbur02355_at			2.898	2.731
Cbur02360_at	pntAB	NAD(P) transhydrogenase subunit alpha	2.77	2.234
Cbur02361_at	pntAA	NAD(P) transhydrogenase subunit alpha	2.339	1.943
Cbur02362_at			2.245	2.355
Cbur02363_at			2.25	2.345
Cbur02364_at			2.342	2.555
Cbur02367_s_at			3.033	1.92
Cbur02372_at	glmU	UDP-N-acetylglucosamine pyrophosphorylase	3.027	1.972
Cbur02379_at			2.067	1.712
Cbur02385_at			3.021	2.576
Cbur02389_at			1.992	2.061
Cbur02397_at			3.832	3.011
Cbur02400_at			2.517	2.55
Cbur02402_at			3.201	2.04
Cbur02404_at			1.933	1.65
Cbur02408_at	soj	CobQ/CobB/MinD/ParA nucleotide binding domain-containing protein	2.479	2.443
Cbur02409_at	gidB	16S rRNA methyltransferase GidB	3.72	2.261
Cbur02411_at	gidA	tRNA uridine 5-carboxymethylaminomethyl modification protein GidA	2.361	1.991
Cbur02412_at			3.239	2.126
Cbur02414_at	trmE	tRNA modification GTPase TrmE	3.022	2.086
Cbur02415_at			2.392	1.918
Cbur02416_at			2.262	1.818
Cbur02420_at	rpmH	50S ribosomal protein L34	3.161	2.393
Cbur02422_at			2.156	2.066
Cbur02424_at	glyS	glycyl-tRNA synthetase subunit beta	3.917	3.615
Cbur02425_at	glyQ	glycyl-tRNA synthetase subunit alpha	3.16	2.528
Cbur02428_at			2.787	2.185
Cbur02429_at	rpoH	RNA polymerase factor sigma-32	3.754	1.823
Cbur02430_at			2.047	1.687
Cbur02434_at			2.579	1.719
Cbur02442_x_at			3.19	2.258
Cbur02445_at			2.901	1.737
Cbur02447_x_at			2.632	2.57
Cbur02449_at			2.807	2.868
Cbur02450_at			2.429	1.719
Cbur02453_at			2.968	1.953
Cbur02454_at			3.141	2.046
Cbur02455_at			3.037	2.626
Cbur02459_at			2.925	2.922
Cbur02461_at	ponA	multimodular transpeptidase-transglycosylase PBP 1A	2.775	2.397
Cbur02468_at	hemL	glutamate-1-semialdehyde aminotransferase	2.843	2.341
Cbur02469_at			2.341	2.508
Cbur02470_at			2.421	2.008
Cbur02471_at			2.064	1.795
Cbur02477_at	gshB	glutathione synthetase	3.208	2.55
Cbur02478_at			3.346	3.121
Cbur02479_at	djlA	Dna-J like membrane chaperone protein	2.324	2.298
Cbur02481_at	pabA	anthranilate synthase component II	3.519	1.857
Cbur02482_at			2.835	2.181
Cbur02485_at			3.819	2.892
Cbur02486_at	parC	DNA topoisomerase IV subunit A	2.35	1.671
Cbur02491_at			2.135	1.828
Cbur02493_at			2.663	2.279
Cbur02496_at			2.505	2.244
Cbur02499_at			2.567	1.739
Cbur02502_at			2.84	2.144
Cbur02505_at			2.234	1.773
Cbur02506_at			2.304	1.634
Cbur02508_at			1.759	1.793
Cbur02510_at			1.978	2.159
Cbur02512_at			3.824	2.034
Cbur02513_at			2.816	2.294
Cbur02516_at			3.454	1.812
Cbur02524_at			3.21	2.652
Cbur02532_at			2.353	1.708
Cbur02533_at			2.713	2.246
Cbur02535_at	rmlA	glucose-1-phosphate thymidylyltransferase	3.035	1.891
Cbur02537_at			2.35	2.32
Cbur02539_at			2.79	1.661
Cbur02545_at			2.449	2.374
Cbur02550_x_at			1.995	2.225
